adsh,cik,name,sic,afs,form,period,fy,fp,filed,sec_zip,accounts_receivable,capex,cash_equivalents,cash_flow_financing,cash_flow_investing,cash_flow_operating,cost_of_revenue,current_assets,current_liabilities,depreciation_amortization,eps_basic,eps_diluted,gross_profit,inventory,long_term_debt,net_income,noncurrent_liabilities,operating_income,ppe_net,pretax_income,r_and_d_expense,retained_earnings,sg_and_a,shares_outstanding,short_term_debt,total_assets,total_equity,total_liabilities,total_revenue,wavg_shares_basic,wavg_shares_diluted,ticker,firm_id,shortname,sec_name,exchange,Sector,Industry,cohort,include_status,notes,ticker_aliases,event_lookup_tickers,duplicate_cik_alias_count,period_date,filed_date,prediction_date,prediction_date_source,calendar_year,calendar_quarter,prediction_year,prediction_quarter,sic_sector,leverage_assets,equity_assets,current_ratio,cash_assets,net_margin,operating_margin,gross_margin,roa,r_and_d_intensity,inventory_assets,receivables_assets,roa_lag1,leverage_assets_lag1,current_ratio_lag1,cash_assets_lag1,net_margin_lag1,operating_margin_lag1,gross_margin_lag1,total_revenue_growth_4obs,total_assets_growth_4obs,cash_equivalents_growth_4obs,total_liabilities_growth_4obs,current_assets_growth_4obs,current_liabilities_growth_4obs,roa_change_4obs,leverage_assets_change_4obs,current_ratio_change_4obs,cash_assets_change_4obs,net_margin_change_4obs,operating_margin_change_4obs,gross_margin_change_4obs,net_income_negative_count_prior_4obs,BAMLH0A0HYM2,FEDFUNDS,GDPC1,GS10,INDPRO,INDPRO_yoy_pct,M2SL,M2SL_yoy_pct,NFCI,UNRATE,USEPUINDXD,VIXCLS,T10Y2Y,T10Y3M,DCOILWTICO,DCOILWTICO_yoy_pct,DTWEXBGS,DTWEXBGS_yoy_pct,CPIAUCSL,CPIAUCSL_yoy_pct,PPIACO,PPIACO_yoy_pct,PAYEMS,PAYEMS_yoy_pct,RSAFS,RSAFS_yoy_pct,HOUST,HOUST_yoy_pct,BUSLOANS,BUSLOANS_yoy_pct,DRTSCILM,high_rate_regime,market_stress_regime,tight_financial_conditions,credit_spread_stress_regime,yield_curve_inversion_regime,inflation_pressure_regime,oil_shock_regime,strong_dollar_regime,demand_slowdown_regime,credit_tightening_regime,crisis_regime,global_event_count,global_event_severity_sum,global_event_banking_stress_count,global_event_banking_stress_severity,global_event_commodity_oil_count,global_event_commodity_oil_severity,global_event_financial_crisis_count,global_event_financial_crisis_severity,global_event_financial_market_count,global_event_financial_market_severity,global_event_geopolitical_war_count,global_event_geopolitical_war_severity,global_event_monetary_inflation_count,global_event_monetary_inflation_severity,global_event_natural_disaster_count,global_event_natural_disaster_severity,global_event_pandemic_count,global_event_pandemic_severity,global_event_political_policy_count,global_event_political_policy_severity,global_event_sovereign_debt_count,global_event_sovereign_debt_severity,global_event_supply_chain_count,global_event_supply_chain_severity,global_event_trade_policy_count,global_event_trade_policy_severity,global_event_names,event_year,event_source_ticker,event_date,event_type,event_label,verification_status,formal_distress_firm,near_distress_firm,days_from_period_to_event,days_to_event,post_event_flag,distress_next_2q,distress_next_4q,distress_next_8q,broad_distress_next_4q,healthy_current,resilient_profitability,failure_pressure_conservative_v2_next_4obs,success_profitability_next_4q,success_resilience_next_4q,success_quality_next_4q,industry_relative_resilience_next_4obs,stress_resilience_next_4obs,recovery_next_4obs,quality_success_cashflow_next_4obs
0000950123-10-095598,27904,"DELTA AIR LINES, INC.",4512,1-LAF,10-Q,20100930,2010.0,Q3,20101025,2010q4,1512000000.0,,3436000000.0,-710000000.0,-802000000.0,514000000.0,,7321000000.0,11820000000.0,375000000.0,0.43,0.43,,,13063000000.0,363000000.0,30618000000.0,1003000000.0,20184000000.0,,,-9271000000.0,,,2302000000.0,43153000000.0,715000000.0,,8950000000.0,,,DAL,CIK0000027904,,"DELTA AIR LINES, INC.",NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,DAL,DAL,1,2010-09-30,2010-10-25,2010-10-25,filed_date,2010,3,2010,4,Industrials,,0.0165689523323986,0.6193739424703891,0.0796236646351354,0.040558659217877,0.1120670391061452,,0.0084119296456793,,,0.0350381201770444,0.010659910064142,,0.6616212579885637,0.1012120797096487,0.0571743388834476,0.1043095004897159,,,,,,,,,,,,,,,0.0,5.9,0.19,16960.864,2.54,92.6903,5.760258506490601,8768.4,3.3047043438306334,-0.416,9.4,350.64,19.85,2.22,2.45,82.0,2.963335007533896,89.9328,-2.6107899077035035,219.035,1.1666951489314623,186.6,6.506849315068486,130620,0.4297983254011539,356215,6.461543059519714,543,1.6853932584269593,1185.2038,-9.400480316568329,-10.5,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001628280-21-004032,1792789,"DOORDASH, INC.",7389,4-NON,10-K,20201231,2020.0,FY,20210305,2021q1,291000000.0,,4345000000.0,,,,,5517000000.0,1402000000.0,,,,,,,,,,,,,-1613000000.0,,,,6353000000.0,4700000000.0,1653000000.0,,62390000.0,,DASH,CIK0001792789,DoorDash Inc.,"DoorDash, Inc.",Nasdaq,Technology,Internet Retail,core_large_cap,include_legacy_core,Existing defended-thesis universe.,DASH,DASH,1,2020-12-31,2021-03-05,2021-03-05,filed_date,2020,4,2021,1,Industrials,0.2601920352589328,0.7398079647410672,3.93509272467903,0.6839288525106249,,,,,,,0.0458051314339682,,,,,,,,,,,,,,,,,,,,,0.0,3.6,0.07,21082.134,1.61,98.3856,1.0038210492383517,19873.2,23.95184931079648,-0.631,6.1,231.03,24.66,1.42,1.52,66.08,222.65625,113.7487,-8.387086901579632,264.961,2.6678187820641908,215.0,11.341273951320565,144232,-4.415653268829322,603581,28.88107378652387,1696,33.96524486571879,2586.7795,0.8763104216568118,5.5,0,0,0,0,0,0,1,0,0,1,0,2,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,1,4.0,0,0.0,COVID-19 pandemic shock; Global supply-chain crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,,,0
0001628280-21-010313,1792789,"DOORDASH, INC.",7389,4-NON,10-Q,20210331,2021.0,Q1,20210514,2021q2,282000000.0,32000000.0,4007000000.0,-496000000.0,-7000000.0,166000000.0,,5025000000.0,1094000000.0,29000000.0,,,,,,-110000000.0,,-99000000.0,,,82000000.0,-1723000000.0,,,,5902000000.0,4555000000.0,1347000000.0,1077000000.0,327815000.0,,DASH,CIK0001792789,DoorDash Inc.,"DoorDash, Inc.",Nasdaq,Technology,Internet Retail,core_large_cap,include_legacy_core,Existing defended-thesis universe.,DASH,DASH,1,2021-03-31,2021-05-14,2021-05-14,filed_date,2021,1,2021,2,Industrials,0.2282277194171467,0.7717722805828533,4.593235831809872,0.6789223991867164,-0.1021355617455896,-0.0919220055710306,,-0.0186377499152829,0.0761374187558031,,0.0477804134191799,,0.2601920352589328,3.93509272467903,0.6839288525106249,,,,,,,,,,,,,,,,,0.0,3.35,0.06,21440.929,1.62,99.4333,15.673379835366053,20459.0,14.086399857245604,-0.688,5.8,100.11,18.81,1.47,1.62,65.32,99.14634146341464,111.1353,-8.581555791546602,268.383,4.918257089467626,224.9,19.24708377518558,145065,9.038634996993377,605282,26.50919951760793,1589,52.93551491819058,2545.6238,-16.146461274412328,-15.1,0,0,0,0,0,1,1,0,0,0,0,2,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,1,4.0,0,0.0,COVID-19 pandemic shock; Global supply-chain crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,,0,0
0001666700-17-000026,1666700,DOWDUPONT INC.,2821,1-LAF,10-Q,20170930,2017.0,Q3,20171106,2017q4,11250000000.0,,13148000000.0,,,,12170000000.0,54801000000.0,27278000000.0,1001000000.0,0.32,0.32,,17255000000.0,29819000000.0,514000000.0,,,36219000000.0,1125000000.0,522000000.0,31366000000.0,990000000.0,,1906000000.0,198527000000.0,102946000000.0,,15354000000.0,1577800000.0,1595300000.0,DD,CIK0001666700,,"DuPont de Nemours, Inc.",NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,DD,DD,1,2017-09-30,2017-11-06,2017-11-06,filed_date,2017,3,2017,4,Industrials,,0.5185491142262765,2.008981596891268,0.0662277675076941,0.0334766184707568,,,0.0025890684894246,0.0339976553341148,0.0869151299319488,0.0566673550700912,,,,,,,,,,,,,,,,,,,,,0.0,3.55,1.16,19882.352,2.35,101.2664,2.9662701539719283,13843.5,4.805923368688814,-0.599,4.2,92.35,9.4,0.71,1.13,57.34,26.38307251487768,111.7197,-4.427470075760165,247.284,2.172493864295566,195.9,5.152979066022545,147372,1.507752285047137,480949,5.961109691292199,1273,11.66666666666667,2106.2299,0.8035549810688547,-8.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001666700-18-000009,1666700,DOWDUPONT INC.,2821,1-LAF,10-K,20171231,2017.0,FY,20180215,2018q1,11314000000.0,,13438000000.0,-5244000000.0,1140000000.0,4226000000.0,17284000000.0,49893000000.0,26128000000.0,1451000000.0,0.92,0.91,,16992000000.0,30056000000.0,-1263000000.0,,,36247000000.0,-2874000000.0,767000000.0,29211000000.0,1553000000.0,,2067000000.0,192164000000.0,100330000000.0,,20066000000.0,1579800000.0,1598100000.0,DD,CIK0001666700,,"DuPont de Nemours, Inc.",NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,DD,DD,1,2017-12-31,2018-02-15,2018-02-15,filed_date,2017,4,2018,1,Industrials,,0.5221061176911388,1.9095606246172687,0.0699298515851044,-0.0629422904415429,,,-0.0065725109802044,0.0382238612578491,0.0884244707645552,0.0588767927395349,0.0025890684894246,,2.008981596891268,0.0662277675076941,0.0334766184707568,,,,,,,,,,,,,,,,0.0,3.57,1.42,20044.077,2.86,101.7085,3.3994953469032696,13949.3,4.139666139098752,-0.575,4.1,88.63,19.13,0.71,1.32,61.48,13.851851851851848,106.9867,-7.772630410195591,249.529,2.263468931091861,199.3,4.018789144050117,148054,1.5139256476008889,484031,4.253215704181068,1277,0.472069236821393,2112.0245,1.4142124703941716,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001564590-19-043256,1561550,"DATADOG, INC.",7372,4-NON,10-Q,20190930,2019.0,Q3,20191113,2019q4,87208000.0,,760945000.0,,,,23297000.0,872476000.0,176661000.0,,,,72567000.0,,,-4161000.0,,-4218000.0,31266000.0,-4128000.0,28684000.0,-124507000.0,,0.0,,1006753000.0,771235000.0,235518000.0,95864000.0,103876.0,,DDOG,CIK0001561550,Datadog Inc.,"Datadog, Inc.",Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,Existing defended-thesis universe.,DDOG,DDOG,1,2019-09-30,2019-11-13,2019-11-13,filed_date,2019,3,2019,4,Technology,0.2339382152325347,0.7660617847674653,4.938701807416464,0.7558408070301256,-0.0434052407577401,-0.0439998330968872,0.7569786364015689,-0.0041330892483061,0.2992155553701076,,0.0866230346470286,,,,,,,,,,,,,,,,,,,,,0.0,4.05,1.55,20985.448,1.81,101.9372,-2.047601522464615,15296.0,7.093847144817556,-0.571,3.6,106.88,13.0,0.25,0.31,56.88,10.532452390205991,116.8397,0.187702365272746,257.879,2.092290394862917,199.0,-1.6312407315867583,151667,1.3701651550291682,514215,3.0792576585534137,1353,14.56392887383573,2368.866,4.169568980074301,5.4,0,0,0,0,0,0,0,0,0,1,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,US-China trade war,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0,,1,1
0001564590-20-006422,1561550,"DATADOG, INC.",7372,4-NON,10-K,20191231,2019.0,FY,20200225,2020q1,102394000.0,3502000.0,597297000.0,-1749000.0,-185349000.0,17430000.0,25724000.0,903942000.0,200239000.0,3594000.0,,,87920000.0,,,891000.0,,-2266000.0,32749000.0,1252000.0,35894000.0,-123616000.0,,0.0,,1038041000.0,782341000.0,255700000.0,113644000.0,140000.0,,DDOG,CIK0001561550,Datadog Inc.,"Datadog, Inc.",Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,Existing defended-thesis universe.,DDOG,DDOG,1,2019-12-31,2020-02-25,2020-02-25,filed_date,2019,4,2020,1,Technology,0.2463293839068013,0.7536706160931986,4.514315393105239,0.5754079077801358,0.0078402731336454,-0.0199394600682834,0.7736440111224526,0.0008583475989869,0.3158459751504699,,0.0986415758144427,-0.0041330892483061,0.2339382152325347,4.938701807416464,0.7558408070301256,-0.0434052407577401,-0.0439998330968872,0.7569786364015689,,,,,,,,,,,,,,1.0,4.18,1.58,20709.212,1.5,101.3735,-1.4232217750208775,15493.4,6.804629712607624,-0.435,3.5,147.84,27.85,0.13,-0.2,49.78,-10.740541509772283,117.2425,1.631936227406583,259.25,2.34131667975952,196.7,-1.2550200803212896,152293,1.4833374426089785,515330,4.794906365213292,1549,38.18019625334523,2350.6023,0.796041814579107,0.0,0,1,0,0,1,0,0,0,0,0,1,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,COVID-19 pandemic shock,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,,0
0001104659-09-052248,315189,DEERE & CO,3523,1-LAF,10-Q,20090731,2009.0,Q3,20090828,2009q3,,,4314800000.0,,,,4057600000.0,,,,0.99,0.99,,3020000000.0,16720900000.0,420000000.0,,,4411000000.0,,243300000.0,11321700000.0,659500000.0,,,41386700000.0,7423600000.0,33963100000.0,5884600000.0,422900000.0,424800000.0,DE,CIK0000315189,Deere & Company,DEERE & CO,NYSE,Industrials,Farm & Heavy Construction Machinery,core_large_cap,include_legacy_core,Existing defended-thesis universe.,DE,DE,1,2009-07-31,2009-08-28,2009-08-28,filed_date,2009,3,2009,3,Industrials,0.8206283661176175,0.1793716338823825,,0.1042557150002295,0.071372735614995,,,0.0101481877028127,0.0413452061312578,0.0729703020535582,,,,,,,,,,,,,,,,,,,,,,0.0,9.04,0.16,16326.281,3.59,86.6426,-11.689299172061052,8463.0,8.41938046068309,0.231,9.6,61.05,24.76,2.45,3.31,72.72,-29.16423144360023,94.4489,2.5188785639157496,215.445,-1.4838355663267633,175.0,-12.060301507537686,130472,-4.911413807930853,339586,-6.863479159981456,586,-30.56872037914692,1362.9194,-9.91155739806018,31.5,0,0,1,1,0,0,0,0,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,0,0,,0
0001104659-09-070344,315189,DEERE & CO,3523,1-LAF,10-K,20091031,2009.0,FY,20091217,2009q4,,259300000.0,4651700000.0,-629900000.0,-540600000.0,1501800000.0,3898700000.0,,,220100000.0,2.07,2.06,,2397300000.0,17391700000.0,-222800000.0,,,4532200000.0,,258600000.0,10980500000.0,794200000.0,,,41132600000.0,4818700000.0,36313900000.0,5334100000.0,422800000.0,424400000.0,DE,CIK0000315189,Deere & Company,DEERE & CO,NYSE,Industrials,Farm & Heavy Construction Machinery,core_large_cap,include_legacy_core,Existing defended-thesis universe.,DE,DE,1,2009-10-31,2009-12-17,2009-12-17,filed_date,2009,4,2009,4,Industrials,0.8828496132021803,0.1171503867978197,,0.113090346829522,-0.0417689957068671,,,-0.0054166281732737,0.0484805309236797,0.0582822384191614,,0.0101481877028127,0.8206283661176175,,0.1042557150002295,0.071372735614995,,,,,,,,,,,,,,,,0.0,6.91,0.12,16502.754,3.59,88.3793,-2.704223119324234,8512.2,3.747851841017957,-0.084,9.9,88.45,22.51,2.73,3.46,72.58,86.34146341463413,93.225,-5.243064625805404,217.347,2.8141231232083674,178.1,4.21299005266238,129808,-3.736827663945064,338736,4.301237502578781,581,3.750000000000009,1265.5793,-18.831184573568127,14.0,0,0,0,1,0,0,1,0,0,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0
0001104659-10-043090,910521,DECKERS OUTDOOR CORP,3021,1-LAF,10-Q,20100630,2010.0,Q2,20100809,2010q3,81647000.0,,333745000.0,,,,76316000.0,552489000.0,104670000.0,,0.23,0.23,60743000.0,120460000.0,,8966000.0,6891000.0,13216000.0,37367000.0,,,389530000.0,47527000.0,38669000.0,,634542000.0,522246000.0,,137059000.0,38667000.0,39081000.0,DECK,CIK0000910521,,DECKERS OUTDOOR CORP,NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,DECK,DECK,1,2010-06-30,2010-08-09,2010-08-09,filed_date,2010,2,2010,3,Industrials,,0.8230282629045832,5.278389223273144,0.5259620324580564,0.0654170831539701,0.0964256269197936,0.4431886997570389,0.0141298763517623,,0.1898377097181904,0.1286707578064178,,,,,,,,,,,,,,,,,,,,,0.0,6.54,0.19,16872.266,2.7,92.6805,6.968742858593813,8687.9,2.6574500768049125,-0.257,9.5,149.17,22.14,2.32,2.71,81.46,12.513812154696112,92.6726,-1.7770155973765522,217.923,1.1501775395112546,184.9,5.6571428571428495,130415,-0.0436875344901555,349188,2.827560617928881,599,2.2184300341296925,1187.4701,-12.873050306569857,-8.8,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001104659-10-057224,910521,DECKERS OUTDOOR CORP,3021,1-LAF,10-Q,20100930,2010.0,Q3,20101109,2010q4,142232000.0,7763000.0,250536000.0,-7413000.0,-9763000.0,-66100000.0,146926000.0,607914000.0,126765000.0,,1.09,1.07,130953000.0,197313000.0,,42143000.0,8091000.0,66314000.0,42907000.0,,,424228000.0,64639000.0,38544000.0,,697178000.0,561758000.0,,277879000.0,38615000.0,39228000.0,DECK,CIK0000910521,,DECKERS OUTDOOR CORP,NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,DECK,DECK,1,2010-09-30,2010-11-09,2010-11-09,filed_date,2010,3,2010,4,Industrials,,0.8057597916170619,4.795598154064607,0.3593572946937511,0.1516595352653493,0.2386434383310721,0.4712590731937282,0.0604479774175318,,0.28301667579872,0.2040110273129674,0.0141298763517623,,5.278389223273144,0.5259620324580564,0.0654170831539701,0.0964256269197936,0.4431886997570389,,,,,,,,,,,,,,0.0,5.64,0.19,16960.864,2.76,92.7709,5.39500875348351,8789.0,3.1936127744510934,-0.438,9.8,226.72,19.08,2.26,2.59,87.04,13.289079786541723,89.558,-2.644400623541965,219.59,1.084544776600338,187.7,5.806087936865834,130749,0.5320743981485077,359450,6.560220087098045,545,-7.31292517006803,1187.5082,-7.993414930795262,-10.5,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001571996-16-000008,1571996,DENALI HOLDING INC.,3571,4-NON,10-Q,20160430,2016.0,Q1,20160610,2016q2,5075000000.0,92000000.0,6139000000.0,-387000000.0,-60000000.0,-63000000.0,10116000000.0,20764000000.0,23948000000.0,692000000.0,0.14,0.14,2418000000.0,1655000000.0,10679000000.0,55000000.0,,-161000000.0,1684000000.0,-366000000.0,333000000.0,-3883000000.0,2246000000.0,405000000.0,2465000000.0,43879000000.0,1442000000.0,42147000000.0,12534000000.0,405000000.0,405000000.0,DELL,CIK0001571996,Dell Technologies Inc.,Dell Technologies Inc.,NYSE,Technology,Computer Hardware,core_large_cap,include_legacy_core,Existing defended-thesis universe.,DELL,DELL,1,2016-04-30,2016-06-10,2016-06-10,filed_date,2016,2,2016,2,Technology,0.9605278151279656,0.032863100799927,0.8670452647402705,0.1399074728229905,0.0043880644646561,-0.0128450614329025,0.192915270464337,0.0012534469791927,0.0265677357587362,0.0377173591011645,0.1156589712618792,,,,,,,,,,,,,,,,,,,,,0.0,5.98,0.38,19062.709,1.64,98.8833,-1.678117946525337,12852.5,6.897498170204264,-0.36,4.9,70.69,17.03,0.91,1.38,49.09,-18.196967172137967,111.1027,4.565081946538507,240.222,1.0792865347959424,187.6,-3.696098562628347,144147,1.720427072380715,450237,2.805336670084091,1203,-0.1659751037344392,2050.7824,9.075148305552382,11.6,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,0,0,,,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,,0,0
0001571996-16-000021,1571996,DELL TECHNOLOGIES INC.,3571,4-NON,10-Q,20161031,2016.0,Q3,20161209,2016q4,8830000000.0,,8822000000.0,,,,12348000000.0,36407000000.0,41369000000.0,,,,3899000000.0,3504000000.0,47284000000.0,-2064000000.0,,-1512000000.0,5805000000.0,-2306000000.0,855000000.0,-5366000000.0,4556000000.0,,8388000000.0,125632000000.0,13880000000.0,105626000000.0,16247000000.0,,,DELL,CIK0001571996,Dell Technologies Inc.,Dell Technologies Inc.,NYSE,Technology,Computer Hardware,core_large_cap,include_legacy_core,Existing defended-thesis universe.,DELL,DELL,1,2016-10-31,2016-12-09,2016-12-09,filed_date,2016,4,2016,4,Technology,0.8407571319409067,0.1104814060112073,0.880055113732505,0.0702209628120224,-0.1270388379393118,-0.0930633347694959,0.2399827660491167,-0.0164289353031074,0.0526251000184649,0.0278909831889964,0.0702846408558329,0.0012534469791927,0.9605278151279656,0.8670452647402705,0.1399074728229905,0.0043880644646561,-0.0128450614329025,0.192915270464337,,,,,,,,,,,,,,0.0,4.28,0.54,19304.352,2.49,99.0214,-0.0204964171657051,13234.9,6.837317059388592,-0.447,4.7,97.26,11.75,1.32,1.93,51.51,40.12513601741024,117.2834,3.621249161768336,242.637,2.0507989115119862,188.2,2.561307901907361,145408,1.6291926724770531,459305,3.880139952821328,1252,9.24956369982548,2083.6422,6.697388911326141,1.5,0,0,0,0,0,0,1,0,0,1,0,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0,0,0.0,Brexit referendum and immediate uncertainty,,,,,,,0,0,,,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,,0,0
0000930413-09-003869,1022079,QUEST DIAGNOSTICS INC,8071,1-LAF,10-Q,20090630,2009.0,Q2,20090728,2009q3,896535000.0,,119294000.0,,,,1100212000.0,1339098000.0,1023876000.0,,1.01,1.0,,79715000.0,2877767000.0,188200000.0,,359375000.0,843757000.0,,,2879722000.0,448756000.0,,204969000.0,8211435000.0,3741144000.0,,1901818000.0,185266000.0,187003000.0,DGX,CIK0001022079,QUEST DIAGNOSTICS INC,QUEST DIAGNOSTICS INC,NYSE,Healthcare,SIC 8071.0,expansion_matched_controls,include_if_num_tags_parse,2026 expansion: long-coverage matched control with current SEC ticker and filings from around 2009 onward.,DGX,DGX,1,2009-06-30,2009-07-28,2009-07-28,filed_date,2009,2,2009,3,Healthcare,,0.4556017310007325,1.3078712656610765,0.0145277896007214,0.0989579444510463,0.1889639281992283,,0.022919258326955,,0.00970780381261,0.1091812819561988,,,,,,,,,,,,,,,,,,,,,0.0,9.56,0.16,16326.281,3.56,85.7027,-14.018720654921957,8463.5,8.628966012937678,0.486,9.5,63.15,25.01,2.6,3.53,67.24,-41.74319875238261,94.5592,6.373103216306175,214.726,-1.958761003762277,172.5,-16.058394160583944,130662,-4.97101754947381,333670,-9.228659880193913,594,-35.64463705308776,1395.4735,-7.723000811100789,31.5,0,1,1,1,0,0,0,1,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000930413-09-005367,1022079,QUEST DIAGNOSTICS INC,8071,1-LAF,10-Q,20090930,2009.0,Q3,20091027,2009q4,888288000.0,,247033000.0,-199687000.0,-46117000.0,373543000.0,1097535000.0,1470682000.0,990845000.0,63615000.0,1.03,1.02,,80857000.0,2877734000.0,192219000.0,,348280000.0,831946000.0,,,3053421000.0,441569000.0,,103872000.0,8365725000.0,3912766000.0,,1897146000.0,185124000.0,187164000.0,DGX,CIK0001022079,QUEST DIAGNOSTICS INC,QUEST DIAGNOSTICS INC,NYSE,Healthcare,SIC 8071.0,expansion_matched_controls,include_if_num_tags_parse,2026 expansion: long-coverage matched control with current SEC ticker and filings from around 2009 onward.,DGX,DGX,1,2009-09-30,2009-10-27,2009-10-27,filed_date,2009,3,2009,4,Healthcare,,0.467713916008475,1.4842704963944915,0.0295291800770405,0.1013200881745527,0.1835810211760191,,0.0229769685233497,,0.0096652710912682,0.1061818312220399,0.022919258326955,,1.3078712656610765,0.0145277896007214,0.0989579444510463,0.1889639281992283,,,,,,,,,,,,,,,0.0,7.47,0.12,16502.754,3.39,87.6419,-7.474512230012276,8487.9,6.432682541473866,0.032,10.0,82.04,24.83,2.5,3.41,79.45,30.11791680314444,92.5335,-6.902702767962787,216.509,-0.2239682942003384,175.2,-6.008583690987135,130061,-4.571101540087019,334595,-3.334517835423545,534,-31.27413127413128,1308.1789,-17.56472489666122,14.0,0,0,1,1,0,0,1,0,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
